Date,Ticker,Open,High,Low,Close,Volume
2021-08-20,MSFT,309.89,316.84,303.32,310.26,27235064
2021-08-20,TSLA,273.69,284.05,255.7,265.75,82989272
2021-08-23,AAPL,159.81,163.26,155.21,158.64,64034503
2021-08-23,AMZN,144.42,148.28,137.31,141.09,37046275
2021-08-23,GOOGL,148.06,151.24,141.89,145.0,25805770
2021-08-23,MSFT,306.91,313.12,302.1,308.29,32705943
2021-08-23,TSLA,268.68,283.79,258.04,272.98,107498319
2021-08-24,AAPL,159.04,161.27,154.87,157.08,95151928
2021-08-24,AMZN,141.4,143.24,139.21,141.06,77662752
2021-08-24,GOOGL,143.95,146.35,142.04,144.44,37308377
2021-08-24,MSFT,324.62,328.57,317.3,321.21,22112383
2021-08-24,TSLA,280.01,286.09,265.08,270.95,95416998
2021-08-25,AAPL,159.23,162.17,155.51,158.44,68643814
2021-08-25,AMZN,138.59,142.79,134.72,138.91,50544502
2021-08-25,GOOGL,139.97,141.51,138.46,140.01,28449602
2021-08-25,MSFT,314.27,320.65,310.44,316.78,13976621
2021-08-25,TSLA,272.0,278.85,259.71,266.41,83794500
2021-08-26,AAPL,156.92,160.13,153.69,156.9,59370569
2021-08-26,AMZN,137.86,145.0,135.01,142.07,22687349
2021-08-26,GOOGL,140.07,142.93,137.28,140.14,37025209
2021-08-26,MSFT,314.29,323.03,307.54,316.24,43919681
2021-08-26,TSLA,269.48,280.96,251.96,263.17,89160236
2021-08-27,AAPL,153.59,159.45,149.62,155.43,38812030
2021-08-27,AMZN,141.23,147.21,136.97,142.89,37085162
2021-08-27,GOOGL,136.36,141.06,133.5,138.16,24565587
2021-08-27,MSFT,311.31,316.56,308.47,313.7,30346228
2021-08-27,TSLA,244.18,254.03,233.07,242.87,92674831
2021-08-30,AAPL,154.49,159.38,151.12,155.98,60731782
2021-08-30,AMZN,141.06,145.35,136.97,141.26,37877435
2021-08-30,GOOGL,136.18,139.6,133.53,136.94,24697417
2021-08-30,MSFT,305.19,316.06,297.39,308.18,26448984
2021-08-30,TSLA,250.95,262.07,235.01,245.91,60672264
2021-08-31,AAPL,150.16,153.92,146.82,150.57,59533712
2021-08-31,AMZN,140.02,142.05,137.85,139.88,38905759
2021-08-31,GOOGL,137.84,140.96,133.63,136.72,21841124
2021-08-31,MSFT,310.95,315.52,305.99,310.55,37736963
2021-08-31,TSLA,232.07,247.9,220.61,236.24,79879342
2021-09-01,AAPL,145.2,148.69,142.52,146.0,80604952
2021-09-01,AMZN,138.46,141.37,135.06,137.96,30226860
2021-09-01,GOOGL,131.13,136.03,129.12,133.98,26886921
2021-09-01,MSFT,309.47,316.6,303.72,310.83,28990355
2021-09-01,TSLA,239.49,252.17,229.76,242.32,96541505
2021-09-02,AAPL,144.45,148.4,140.75,144.69,72515358
2021-09-02,AMZN,141.84,143.15,139.41,140.71,61417463
2021-09-02,GOOGL,130.34,133.02,127.27,129.94,22964604
2021-09-02,MSFT,317.08,323.6,309.27,315.77,37324222
2021-09-02,TSLA,245.44,252.97,234.78,242.2,62913962
2021-09-03,AAPL,142.36,145.23,139.41,142.28,45835251
2021-09-03,AMZN,138.23,142.15,135.66,139.55,49785886
2021-09-03,GOOGL,129.85,133.27,127.63,131.03,22074014
2021-09-03,MSFT,315.37,324.41,311.11,320.09,36724528
2021-09-03,TSLA,245.0,253.87,234.92,243.74,80276813
2021-09-06,AAPL,144.05,145.98,141.46,143.37,67799133
2021-09-06,AMZN,136.43,139.6,133.2,136.37,62115354
2021-09-06,GOOGL,133.11,135.57,128.97,131.4,13123119
2021-09-06,MSFT,321.74,329.6,317.02,324.84,19078353
2021-09-06,TSLA,249.76,263.54,236.67,250.42,151635318
2021-09-07,AAPL,141.2,144.91,137.59,141.29,75912381
2021-09-07,AMZN,138.8,143.2,135.14,139.53,46402712
2021-09-07,GOOGL,132.18,135.03,128.81,131.66,34161532
2021-09-07,MSFT,319.63,325.28,313.84,319.49,31219962
2021-09-07,TSLA,232.2,258.38,217.33,242.84,68180113
2021-09-08,AAPL,138.65,141.67,135.04,138.05,89830509
2021-09-08,AMZN,137.63,141.98,134.68,139.0,47622809
2021-09-08,GOOGL,131.27,136.81,127.81,133.3,22604595
2021-09-08,MSFT,326.86,331.0,318.75,322.83,40076999
2021-09-08,TSLA,244.76,256.48,235.01,246.64,85884419
2021-09-09,AAPL,142.23,144.45,139.93,142.15,79421939
2021-09-09,AMZN,134.13,138.59,130.94,135.37,39956180
2021-09-09,GOOGL,131.24,134.65,128.38,131.79,34218571
2021-09-09,MSFT,327.3,331.08,322.48,326.25,21009445
2021-09-09,TSLA,244.38,259.64,234.45,249.51,75199214
2021-09-10,AAPL,139.34,144.05,137.19,141.86,77363758
2021-09-10,AMZN,141.55,143.89,138.41,140.75,55630831
2021-09-10,GOOGL,133.56,136.73,129.8,132.95,24398452
2021-09-10,MSFT,318.68,324.14,314.86,320.29,21095377
2021-09-10,TSLA,250.5,261.18,237.77,248.36,92224337
2021-09-13,AAPL,141.13,145.13,138.37,142.34,65976397
2021-09-13,AMZN,138.97,145.8,136.07,142.82,45655279
2021-09-13,GOOGL,136.4,139.56,133.67,136.82,29028655
2021-09-13,MSFT,314.37,325.77,307.08,318.4,22279592
2021-09-13,TSLA,240.09,249.39,231.63,240.9,75645689
2021-09-14,AAPL,138.83,141.87,135.99,139.02,71310070
2021-09-14,AMZN,140.37,145.63,137.94,143.15,38093511
2021-09-14,GOOGL,136.47,139.59,133.14,136.27,25464368
2021-09-14,MSFT,308.81,316.42,302.93,310.51,34232930
2021-09-14,TSLA,243.97,258.33,232.45,246.69,89222975
2021-09-15,AAPL,136.54,140.67,133.93,138.04,85304454
2021-09-15,AMZN,147.45,150.81,139.46,142.71,58465716
2021-09-15,GOOGL,141.69,145.43,137.97,141.71,27591878
2021-09-15,MSFT,314.1,318.28,310.03,314.21,29990699
2021-09-15,TSLA,265.12,277.2,241.84,253.4,77934507
2021-09-16,AAPL,139.48,142.22,136.0,138.73,43342367
2021-09-16,AMZN,141.08,146.3,136.88,142.07,26971823
2021-09-16,GOOGL,143.09,147.57,137.42,141.86,18693523
2021-09-16,MSFT,311.46,324.64,304.77,317.82,14449593
2021-09-16,TSLA,259.4,269.44,244.9,254.77,120059285
2021-09-17,AAPL,138.15,141.9,132.57,136.27,59321610
2021-09-17,AMZN,143.58,146.55,138.48,141.4,32678829
2021-09-17,GOOGL,140.08,143.9,135.66,139.47,32389688
2021-09-17,MSFT,322.22,329.89,317.96,325.58,30386622
2021-09-17,TSLA,250.25,258.18,237.93,245.71,96938879
2021-09-20,AAPL,139.17,142.49,134.39,137.66,52445757
2021-09-20,AMZN,140.74,142.58,139.0,140.84,175880388
2021-09-20,GOOGL,141.86,144.73,139.07,141.93,22707248
2021-09-20,MSFT,321.99,326.31,319.72,324.02,26236595
2021-09-20,TSLA,251.11,255.89,237.19,241.79,71179399
2021-09-21,AAPL,136.35,139.21,133.75,136.61,71161238
2021-09-21,AMZN,138.54,142.46,135.46,139.36,46707034
2021-09-21,GOOGL,141.64,145.45,137.81,141.62,30785478
2021-09-21,MSFT,325.56,332.98,318.87,326.27,27214068
2021-09-21,TSLA,245.37,255.84,231.64,241.97,114968917
2021-09-22,AAPL,138.18,141.37,133.2,136.35,84991110
2021-09-22,AMZN,140.33,143.9,135.82,139.37,13668569
2021-09-22,GOOGL,143.08,148.02,139.75,144.65,15870810
2021-09-22,MSFT,331.33,339.91,322.92,331.49,22140859
2021-09-22,TSLA,245.23,257.84,236.1,248.58,72241167
2021-09-23,AAPL,135.53,137.21,133.66,135.35,55299167
2021-09-23,AMZN,138.02,140.12,135.81,137.9,50189320
2021-09-23,GOOGL,147.91,150.33,143.39,145.78,20284317
2021-09-23,MSFT,325.11,333.29,318.66,326.81,30437807
2021-09-23,TSLA,232.0,242.09,225.68,235.66,57853095
2021-09-24,AAPL,140.02,143.28,137.2,140.45,26157554
2021-09-24,AMZN,138.65,142.91,134.65,138.91,29768963
2021-09-24,GOOGL,149.01,152.49,141.34,144.72,27323638
2021-09-24,MSFT,322.89,325.27,319.14,321.51,35353207
2021-09-24,TSLA,235.82,241.28,226.54,231.91,94927740
2021-09-27,AAPL,140.0,144.69,136.11,140.78,58301412
2021-09-27,AMZN,139.1,141.57,136.7,139.17,34256857
2021-09-27,GOOGL,148.62,151.09,146.66,149.12,23977293
2021-09-27,MSFT,317.78,323.14,312.08,317.44,23506235
2021-09-27,TSLA,221.34,239.25,212.06,229.61,140297530
2021-09-28,AAPL,138.09,140.8,135.77,138.47,79843948
2021-09-28,AMZN,138.02,140.26,135.23,137.45,65509400
2021-09-28,GOOGL,147.5,150.95,143.98,147.43,27855395
2021-09-28,MSFT,314.55,320.47,309.65,315.55,16222807
2021-09-28,TSLA,229.66,234.16,225.48,229.97,51592976
2021-09-29,AAPL,140.47,142.85,138.58,140.96,73736485
2021-09-29,AMZN,136.58,138.92,135.25,137.58,56555162
2021-09-29,GOOGL,142.47,146.82,136.73,141.04,26297397
2021-09-29,MSFT,312.66,318.58,305.07,310.96,25878199
2021-09-29,TSLA,212.32,229.13,204.22,220.71,63389036
2021-09-30,AAPL,138.46,140.46,136.24,138.25,71958026
2021-09-30,AMZN,138.82,142.69,135.67,139.53,59981115
2021-09-30,GOOGL,145.04,148.66,140.01,143.59,36424646
2021-09-30,MSFT,309.04,312.96,303.67,307.57,33294007
2021-09-30,TSLA,220.66,230.34,210.62,220.28,112872484
2021-10-01,AAPL,139.4,141.09,137.51,139.2,60450108
2021-10-01,AMZN,132.01,137.7,127.73,133.38,33927011
2021-10-01,GOOGL,144.83,148.76,140.64,144.57,28377155
2021-10-01,MSFT,308.65,317.29,303.93,312.51,25052787
2021-10-01,TSLA,222.43,231.5,210.22,219.16,79744866
2021-10-04,AAPL,134.77,136.63,132.91,134.77,44215750
2021-10-04,AMZN,133.78,138.66,130.66,135.5,37088934
2021-10-04,GOOGL,146.83,150.9,144.22,148.27,22295746
2021-10-04,MSFT,312.07,315.2,309.02,312.15,17517157
2021-10-04,TSLA,213.64,220.24,206.03,212.6,109533778
2021-10-05,AAPL,132.62,134.74,129.98,132.1,73373532
2021-10-05,AMZN,135.05,137.26,130.31,132.48,42186656
2021-10-05,GOOGL,148.16,151.55,142.19,145.52,22542272
2021-10-05,MSFT,316.33,322.07,308.27,313.96,33342699
2021-10-05,TSLA,216.67,221.41,208.51,213.17,75109638
2021-10-06,AAPL,134.6,136.0,131.78,133.17,51442920
2021-10-06,AMZN,130.47,134.91,127.31,131.72,48683972
2021-10-06,GOOGL,145.71,149.23,141.22,144.72,32525798
2021-10-06,MSFT,313.95,317.07,308.06,311.15,37907437
2021-10-06,TSLA,217.83,226.8,201.92,210.59,98371601
2021-10-07,AAPL,136.69,139.16,133.08,135.53,100491571
2021-10-07,AMZN,125.94,129.22,121.38,124.63,36580160
2021-10-07,GOOGL,143.94,146.56,141.02,143.63,15447865
2021-10-07,MSFT,309.09,315.04,302.19,308.12,69097968
2021-10-07,TSLA,215.27,226.09,205.02,215.81,136431255
2021-10-08,AAPL,134.64,139.59,131.56,136.47,74270742
2021-10-08,AMZN,126.37,130.44,122.8,126.85,58783732
2021-10-08,GOOGL,145.26,149.84,141.76,146.32,28494968
2021-10-08,MSFT,309.31,314.01,305.24,309.93,16759463
2021-10-08,TSLA,220.92,227.33,204.47,210.58,66628495
2021-10-11,AAPL,133.53,138.46,131.78,136.67,55564465
2021-10-11,AMZN,126.26,127.93,123.89,125.55,44911857
2021-10-11,GOOGL,148.22,151.59,144.77,148.13,18026372
2021-10-11,MSFT,311.96,312.27,310.55,310.85,25775186
2021-10-11,TSLA,213.55,222.16,204.18,212.76,119314319
2021-10-12,AAPL,137.57,141.17,132.84,136.42,55064989
2021-10-12,AMZN,124.93,128.78,121.08,124.93,54909311
2021-10-12,GOOGL,145.92,152.21,142.39,148.62,31932672
2021-10-12,MSFT,317.39,324.07,308.59,315.23,29060772
2021-10-12,TSLA,211.71,222.63,197.5,208.25,111143036
2021-10-13,AAPL,131.68,136.09,128.95,133.32,63489656
2021-10-13,AMZN,123.52,128.7,120.76,125.89,32200103
2021-10-13,GOOGL,150.22,152.29,147.05,149.11,22298544
2021-10-13,MSFT,322.71,329.01,316.1,322.4,22332006
2021-10-13,TSLA,203.27,213.39,195.43,205.46,59630449
2021-10-14,AAPL,131.91,135.29,128.8,132.18,61108093
2021-10-14,AMZN,121.49,125.39,117.56,121.46,35811214
2021-10-14,GOOGL,146.98,151.04,141.52,145.54,28288975
2021-10-14,MSFT,319.15,326.78,310.92,318.53,32083605
2021-10-14,TSLA,215.2,221.83,202.82,209.27,108273887
2021-10-15,AAPL,130.3,133.59,128.42,131.69,83148548
2021-10-15,AMZN,123.2,125.91,119.73,122.42,42456741
2021-10-15,GOOGL,148.07,151.43,144.38,147.73,25232457
2021-10-15,MSFT,322.57,325.31,320.53,323.26,21647772
2021-10-15,TSLA,216.44,226.38,202.8,212.56,96729145
2021-10-18,AAPL,132.67,137.91,129.67,134.86,68029262
2021-10-18,AMZN,123.64,127.97,120.6,124.9,35408839
2021-10-18,GOOGL,148.51,152.84,145.64,149.95,16333151
2021-10-18,MSFT,313.67,321.6,309.38,317.27,28179393
2021-10-18,TSLA,216.37,222.27,205.19,210.94,97163482
2021-10-19,AAPL,136.91,138.57,134.6,136.24,53110984
2021-10-19,AMZN,129.16,131.1,124.19,126.09,50477243
2021-10-19,GOOGL,157.48,160.54,153.72,156.77,29001999
2021-10-19,MSFT,328.25,334.54,322.44,328.73,26401745
2021-10-19,TSLA,210.67,215.17,205.97,210.47,102992292
2021-10-20,AAPL,133.39,136.43,129.46,132.48,95719661
2021-10-20,AMZN,126.81,130.26,122.32,125.74,50676477
2021-10-20,GOOGL,159.08,162.22,154.72,157.84,20494585
2021-10-20,MSFT,322.24,330.56,315.82,324.1,32310983
2021-10-20,TSLA,197.06,210.26,188.48,201.49,86678811
2021-10-21,AAPL,133.18,136.41,130.66,133.88,65801260
2021-10-21,AMZN,127.65,129.47,124.76,126.56,97274081
2021-10-21,GOOGL,158.21,161.79,155.83,159.39,30011565
2021-10-21,MSFT,325.93,330.94,322.82,327.81,27900115
2021-10-21,TSLA,215.17,221.78,206.89,213.45,96664850
2021-10-22,AAPL,130.41,136.33,127.67,133.52,77493644
2021-10-22,AMZN,128.29,131.2,124.17,127.06,46579711
2021-10-22,GOOGL,161.92,166.31,156.07,160.42,18737501
2021-10-22,MSFT,325.51,331.76,315.41,321.59,26624558
2021-10-22,TSLA,213.62,227.13,206.85,220.15,213977788
2021-10-25,AAPL,131.84,134.03,130.3,132.49,55116319
2021-10-25,AMZN,126.61,132.16,124.29,129.79,60418540
2021-10-25,GOOGL,158.51,162.6,153.62,157.68,26512910
2021-10-25,MSFT,323.32,327.87,316.21,320.72,22379943
2021-10-25,TSLA,225.24,233.01,218.84,226.57,112718876
2021-10-26,AAPL,135.06,136.83,132.81,134.58,70900628
2021-10-26,AMZN,134.88,137.64,131.15,133.89,50445974
2021-10-26,GOOGL,160.79,165.45,156.58,161.23,25244153
2021-10-26,MSFT,324.52,331.75,322.08,329.26,28243383
2021-10-26,TSLA,216.09,222.58,208.9,215.37,58729925
2021-10-27,AAPL,135.85,140.6,132.96,137.68,70055537
2021-10-27,AMZN,136.43,140.23,129.54,133.25,46520014
2021-10-27,GOOGL,159.6,165.17,154.96,160.5,21233851
2021-10-27,MSFT,321.48,328.74,317.24,324.47,26178547
2021-10-27,TSLA,221.16,232.16,201.77,212.33,125658540
2021-10-28,AAPL,140.73,142.55,138.69,140.5,34293199
2021-10-28,AMZN,135.51,138.05,131.91,134.43,52953167
2021-10-28,GOOGL,159.08,162.73,155.71,159.36,33623437
2021-10-28,MSFT,335.71,343.36,329.12,336.75,21906288
2021-10-28,TSLA,212.52,223.67,200.26,211.34,67561854
2021-10-29,AAPL,138.78,141.65,135.94,138.8,97748220
2021-10-29,AMZN,132.69,136.78,128.98,133.06,56808201
2021-10-29,GOOGL,156.91,160.05,155.33,158.45,25209638
2021-10-29,MSFT,334.42,338.85,331.82,336.25,29116437
2021-10-29,TSLA,199.45,210.19,188.25,198.96,113088676
2021-11-01,AAPL,139.21,140.69,137.02,138.49,85972972
2021-11-01,AMZN,133.2,137.26,130.74,134.77,55179142
2021-11-01,GOOGL,158.2,161.96,154.04,157.79,22364657
2021-11-01,MSFT,342.33,349.26,334.5,341.41,30547799
2021-11-01,TSLA,206.89,216.74,197.28,207.12,96886821
2021-11-02,AAPL,139.94,143.1,136.64,139.79,58545576
2021-11-02,AMZN,134.85,139.57,131.91,136.59,39280213
2021-11-02,GOOGL,156.71,160.4,152.17,155.84,26867220
2021-11-02,MSFT,339.52,349.47,333.25,343.14,25631149
2021-11-02,TSLA,214.49,228.41,205.94,219.65,64572536
2021-11-03,AAPL,141.47,144.34,139.86,142.72,47088116
2021-11-03,AMZN,134.65,141.28,130.0,136.56,49022849
2021-11-03,GOOGL,157.98,162.61,151.57,156.15,15901989
2021-11-03,MSFT,347.97,353.43,339.73,345.16,34520984
2021-11-03,TSLA,237.89,242.64,232.79,237.53,107543454
2021-11-04,AAPL,143.38,146.39,138.87,141.85,70647876
2021-11-04,AMZN,137.94,141.53,134.93,138.52,37019395
2021-11-04,GOOGL,155.95,160.08,151.36,155.48,40323116
2021-11-04,MSFT,336.06,339.1,333.15,336.19,62233530
2021-11-04,TSLA,230.27,237.88,222.26,229.86,72546592
2021-11-05,AAPL,141.56,144.79,138.53,141.76,66408837
2021-11-05,AMZN,137.38,141.79,134.56,138.93,39455559
2021-11-05,GOOGL,155.18,158.41,151.36,154.57,18214401
2021-11-05,MSFT,332.11,336.09,329.1,333.07,19013022
2021-11-05,TSLA,227.97,245.27,214.83,231.9,120383894
2021-11-08,AAPL,139.32,141.34,137.33,139.35,70779620
2021-11-08,AMZN,138.97,142.24,135.93,139.19,44792416
2021-11-08,GOOGL,155.36,158.76,152.39,155.78,28448694
2021-11-08,MSFT,339.54,344.67,334.46,339.58,37361757
2021-11-08,TSLA,238.92,251.41,231.65,243.99,78117672
2021-11-09,AAPL,135.68,139.73,132.82,136.83,68113132
2021-11-09,AMZN,137.32,139.92,134.43,137.03,25515538
2021-11-09,GOOGL,154.31,159.72,150.29,155.67,25381983
2021-11-09,MSFT,335.89,340.88,332.1,337.08,33368915
2021-11-09,TSLA,240.51,254.9,228.27,242.56,141549333
2021-11-10,AAPL,138.83,142.09,136.14,139.39,73226416
2021-11-10,AMZN,135.48,140.0,133.49,137.98,43686431
2021-11-10,GOOGL,152.95,154.24,152.33,153.61,32377677
2021-11-10,MSFT,331.62,342.6,326.54,337.44,35012818
2021-11-10,TSLA,238.82,247.31,230.06,238.55,131428821
2021-11-11,AAPL,142.16,145.47,140.02,143.31,88518717
2021-11-11,AMZN,135.64,141.38,131.03,136.74,33085586
2021-11-11,GOOGL,153.17,156.45,147.77,151.01,26112006
2021-11-11,MSFT,328.28,335.38,321.15,328.25,30803520
2021-11-11,TSLA,222.49,225.83,220.96,224.29,99306437
2021-11-12,AAPL,143.25,145.28,141.46,143.48,74231677
2021-11-12,AMZN,138.88,142.31,136.32,139.73,28138897
2021-11-12,GOOGL,152.07,155.98,147.24,151.12,21010669
2021-11-12,MSFT,324.22,330.18,319.16,325.11,11635910
2021-11-12,TSLA,230.34,244.45,220.73,234.66,115595789
2021-11-15,AAPL,148.71,149.81,145.37,146.46,47943098
2021-11-15,AMZN,136.78,139.23,135.22,137.66,47949140
2021-11-15,GOOGL,149.29,152.17,145.82,148.69,13387649
2021-11-15,MSFT,328.64,336.45,323.55,331.32,35648330
2021-11-15,TSLA,236.68,248.11,224.12,235.49,74777542
2021-11-16,AAPL,145.87,150.63,142.97,147.69,87141646
2021-11-16,AMZN,138.91,141.69,136.1,138.88,37392138
2021-11-16,GOOGL,143.5,148.75,140.96,146.16,13874354
2021-11-16,MSFT,326.97,332.03,318.94,323.95,28425513
2021-11-16,TSLA,232.67,240.7,222.55,230.5,50069499
2021-11-17,AAPL,144.1,147.62,142.73,146.22,91659986
2021-11-17,AMZN,138.72,141.95,135.32,138.54,42199869
2021-11-17,GOOGL,144.24,147.38,140.66,143.79,23512377
2021-11-17,MSFT,329.78,337.09,320.65,327.91,30472534
2021-11-17,TSLA,234.41,245.65,222.7,233.91,134786057
2021-11-18,AAPL,149.42,152.19,144.74,147.47,116220921
2021-11-18,AMZN,139.12,142.5,136.38,139.74,37636251
2021-11-18,GOOGL,142.64,148.62,138.63,144.56,33564642
2021-11-18,MSFT,335.6,343.52,321.03,328.79,31782688
2021-11-18,TSLA,233.86,240.32,229.77,236.19,94847363
2021-11-19,AAPL,151.58,154.39,149.07,151.87,46743221
2021-11-19,AMZN,138.98,142.86,136.1,139.97,33833558
2021-11-19,GOOGL,146.21,151.43,142.89,148.07,14549068
2021-11-19,MSFT,329.65,335.97,321.06,327.33,41553939
2021-11-19,TSLA,241.03,245.96,233.67,238.55,106669607
2021-11-22,AAPL,150.99,155.19,147.71,151.9,68946832
2021-11-22,AMZN,137.94,140.72,135.19,137.97,41175704
2021-11-22,GOOGL,147.31,151.39,144.96,149.01,67613235
2021-11-22,MSFT,323.91,331.45,318.17,325.69,24176434
2021-11-22,TSLA,236.84,246.46,228.04,237.64,110594149
2021-11-23,AAPL,157.84,160.42,153.81,156.37,81551791
2021-11-23,AMZN,143.78,147.18,138.28,141.63,26377517
2021-11-23,GOOGL,150.39,155.7,146.29,151.56,31793361
2021-11-23,MSFT,320.46,328.81,314.64,322.95,24357179
2021-11-23,TSLA,247.25,262.6,237.35,252.5,87034462
2021-11-24,AAPL,148.36,151.59,145.95,149.17,73988673
2021-11-24,AMZN,137.23,143.01,133.64,139.36,39037609
2021-11-24,GOOGL,152.42,156.76,146.86,151.16,16570514
2021-11-24,MSFT,319.45,328.59,311.69,320.8,22042758
2021-11-24,TSLA,256.41,269.04,239.45,251.85,100372951
2021-11-25,AAPL,154.1,157.49,148.28,151.61,56091745
2021-11-25,AMZN,143.36,146.2,138.87,141.68,59807331
2021-11-25,GOOGL,151.76,154.06,149.12,151.41,47564164
2021-11-25,MSFT,324.19,332.37,317.89,326.03,20510402
2021-11-25,TSLA,268.77,279.98,255.97,267.11,132856374
2021-11-26,AAPL,152.93,155.95,148.99,152.0,96255994
2021-11-26,AMZN,134.7,142.17,129.68,137.06,28005234
2021-11-26,GOOGL,154.84,162.07,149.14,156.32,18847325
2021-11-26,MSFT,323.92,331.94,315.61,323.62,20639281
2021-11-26,TSLA,271.99,278.68,265.87,272.55,94229520
2021-11-29,AAPL,150.65,154.3,147.69,151.32,52412506
2021-11-29,AMZN,137.23,141.01,132.94,136.71,54261583
2021-11-29,GOOGL,157.67,161.76,154.51,158.59,26870544
2021-11-29,MSFT,329.4,338.73,324.51,333.77,15037646
2021-11-29,TSLA,268.29,286.15,258.3,275.88,117374906
2021-11-30,AAPL,154.67,157.85,148.61,151.73,37550775
2021-11-30,AMZN,143.24,146.24,138.71,141.68,60867978
2021-11-30,GOOGL,161.98,166.14,157.03,161.17,24648644
2021-11-30,MSFT,337.06,340.5,331.81,335.22,30986590
2021-11-30,TSLA,271.06,285.99,259.86,274.64,47707884
2021-12-01,AAPL,145.74,147.96,144.33,146.54,57341964
2021-12-01,AMZN,139.26,143.01,137.49,141.22,32144918
2021-12-01,GOOGL,160.95,164.87,155.94,159.84,24414826
2021-12-01,MSFT,331.92,336.43,327.16,331.66,41914645
2021-12-01,TSLA,294.09,298.6,279.7,284.06,121689314
2021-12-02,AAPL,147.24,150.49,143.03,146.26,32898323
2021-12-02,AMZN,142.4,145.5,138.8,141.88,43276089
2021-12-02,GOOGL,159.59,162.11,156.86,159.38,21846050
2021-12-02,MSFT,338.55,343.33,332.26,337.02,42361020
2021-12-02,TSLA,277.27,294.63,267.69,284.79,58852397
2021-12-03,AAPL,147.92,151.07,144.38,147.52,77205366
2021-12-03,AMZN,145.5,150.96,141.69,147.11,27002706
2021-12-03,GOOGL,158.41,163.02,155.67,160.25,26113682
2021-12-03,MSFT,336.97,348.85,328.48,340.28,22033423
2021-12-03,TSLA,274.04,283.91,265.41,275.25,118973459
2021-12-06,AAPL,153.56,155.48,149.88,151.78,31442400
2021-12-06,AMZN,148.69,152.58,143.04,146.89,25506295
2021-12-06,GOOGL,157.22,161.09,154.01,157.87,30232081
2021-12-06,MSFT,331.12,337.99,323.56,330.42,26094919
2021-12-06,TSLA,265.92,273.47,258.44,265.99,104277491
2021-12-07,AAPL,152.64,155.19,148.02,150.53,65462435
2021-12-07,AMZN,145.43,149.29,144.07,147.91,41671700
2021-12-07,GOOGL,153.8,155.15,148.91,150.23,24198760
2021-12-07,MSFT,328.13,332.64,320.08,324.54,36633395
2021-12-07,TSLA,271.64,282.57,259.26,270.12,92721883
2021-12-08,AAPL,148.59,151.23,145.91,148.55,31235557
2021-12-08,AMZN,148.6,153.26,145.37,150.0,44091801
2021-12-08,GOOGL,149.46,155.06,145.74,151.29,20858287
2021-12-08,MSFT,321.6,330.81,314.81,323.97,31026428
2021-12-08,TSLA,254.87,267.73,249.02,261.73,92634779
2021-12-09,AAPL,146.47,150.01,143.94,147.47,59795160
2021-12-09,AMZN,146.06,148.68,143.24,145.86,34330849
2021-12-09,GOOGL,154.65,155.98,152.74,154.07,31200671
2021-12-09,MSFT,313.07,320.6,307.95,315.45,28941609
2021-12-09,TSLA,262.25,272.58,251.16,261.45,262464241
2021-12-10,AAPL,150.83,153.82,147.23,150.21,91704895
2021-12-10,AMZN,145.72,150.15,140.23,144.64,28690061
2021-12-10,GOOGL,157.26,160.42,150.9,154.0,23616573
