Date,Ticker,Open,High,Low,Close,Volume
2023-01-10,AAPL,152.35,154.06,152.04,152.75,128407472
2023-01-10,AMZN,144.59,144.85,142.99,144.14,41231163
2023-01-10,GOOGL,132.96,133.22,132.95,133.0,104964172
2023-01-10,MSFT,331.45,333.39,330.81,331.39,81847776
2023-01-10,TSLA,226.37,227.33,224.38,226.88,56303297
2023-01-11,AAPL,154.47,155.42,153.97,154.16,20513502
2023-01-11,AMZN,142.21,142.51,141.38,141.68,97296135
2023-01-11,GOOGL,133.51,134.76,133.12,133.61,69366315
2023-01-11,MSFT,325.12,327.58,324.12,326.17,116880610
2023-01-11,TSLA,227.31,227.37,226.75,226.8,22334423
2023-01-12,AAPL,155.35,155.58,153.48,155.08,66742246
2023-01-12,AMZN,139.47,139.72,137.64,138.86,97638607
2023-01-12,GOOGL,135.29,136.08,135.25,136.01,98860872
2023-01-12,MSFT,324.03,327.02,323.69,325.24,51511118
2023-01-12,TSLA,230.0,232.16,228.54,229.46,30237902
2023-01-13,AAPL,155.96,156.5,155.32,155.84,112949062
2023-01-13,AMZN,135.85,136.4,135.36,136.21,89002840
2023-01-13,GOOGL,133.49,134.71,132.34,134.16,27202116
2023-01-13,MSFT,329.17,332.77,326.88,329.47,40837040
2023-01-13,TSLA,223.33,226.99,223.15,223.21,40549609
2023-01-16,AAPL,155.38,156.69,154.44,155.99,66952500
2023-01-16,AMZN,134.8,135.43,133.37,134.81,127040633
2023-01-16,GOOGL,137.45,138.43,137.12,137.8,86984711
2023-01-16,MSFT,332.23,334.01,331.19,332.52,126010164
2023-01-16,TSLA,229.28,231.93,228.05,228.57,78757447
2023-01-17,AAPL,157.06,157.9,156.92,157.34,65338831
2023-01-17,AMZN,137.48,138.27,136.25,137.28,118475336
2023-01-17,GOOGL,140.72,141.29,139.33,140.36,87139315
2023-01-17,MSFT,336.16,337.36,334.4,335.87,44921386
2023-01-17,TSLA,228.16,229.3,227.64,228.35,26711580
2023-01-18,AAPL,156.47,157.6,155.23,155.69,36065429
2023-01-18,AMZN,139.57,140.11,138.66,139.19,81494004
2023-01-18,GOOGL,139.52,140.15,138.4,139.16,64947536
2023-01-18,MSFT,326.42,327.94,323.64,327.5,100132926
2023-01-18,TSLA,230.72,230.86,229.77,230.8,127902410
2023-01-19,AAPL,154.78,156.88,154.23,155.38,43838268
2023-01-19,AMZN,137.87,138.56,137.58,138.12,94738573
2023-01-19,GOOGL,141.17,142.06,139.48,140.61,108717098
2023-01-19,MSFT,319.85,320.94,319.65,319.95,38499862
2023-01-19,TSLA,230.77,232.77,230.43,230.44,31222103
2023-01-20,AAPL,153.95,155.37,153.6,154.34,39133903
2023-01-20,AMZN,137.47,137.99,135.89,137.06,48558057
2023-01-20,GOOGL,142.02,142.45,141.39,141.62,116715482
2023-01-20,MSFT,328.11,328.88,325.82,327.57,61475043
2023-01-20,TSLA,229.22,230.71,228.53,229.25,87990358
2023-01-23,AAPL,155.72,157.1,155.12,155.8,124077964
2023-01-23,AMZN,141.46,141.76,140.5,141.09,41196809
2023-01-23,GOOGL,138.31,138.61,136.96,137.98,124142233
2023-01-23,MSFT,330.84,334.3,329.7,332.49,29726883
2023-01-23,TSLA,231.5,233.07,230.46,230.95,102303757
2023-01-24,AAPL,156.35,156.37,155.14,155.97,66284258
2023-01-24,AMZN,142.1,143.55,141.78,143.07,49996192
2023-01-24,GOOGL,139.37,139.92,139.01,139.28,36321485
2023-01-24,MSFT,345.93,346.56,342.15,343.54,51159525
2023-01-24,TSLA,233.05,237.19,231.63,233.93,39131157
2023-01-25,AAPL,155.48,155.74,155.24,155.36,29440779
2023-01-25,AMZN,141.7,143.48,141.08,141.42,26372377
2023-01-25,GOOGL,137.81,138.18,137.1,138.13,80749549
2023-01-25,MSFT,350.58,350.7,347.1,349.95,121580864
2023-01-25,TSLA,234.33,234.71,233.17,233.33,71046764
2023-01-26,AAPL,153.96,154.2,152.84,153.62,119087768
2023-01-26,AMZN,141.29,141.51,141.05,141.17,78688177
2023-01-26,GOOGL,138.2,138.68,137.12,137.68,43374106
2023-01-26,MSFT,345.32,345.58,340.35,344.75,98439579
2023-01-26,TSLA,232.37,233.93,231.04,232.91,49920830
2023-01-27,AAPL,152.61,153.91,151.36,153.1,58715112
2023-01-27,AMZN,140.08,140.75,139.33,140.33,90724586
2023-01-27,GOOGL,136.36,136.68,135.61,136.5,59457661
2023-01-27,MSFT,350.23,351.81,349.14,351.57,47823370
2023-01-27,TSLA,235.31,235.59,235.0,235.43,106161874
2023-01-30,AAPL,153.63,155.58,153.15,153.2,67673976
2023-01-30,AMZN,140.54,141.22,140.31,140.72,93700511
2023-01-30,GOOGL,134.97,136.28,134.61,135.7,85273666
2023-01-30,MSFT,354.0,355.36,353.1,355.06,30824991
2023-01-30,TSLA,231.51,233.35,230.51,232.47,45003986
2023-01-31,AAPL,152.9,152.99,152.64,152.64,71283063
2023-01-31,AMZN,142.86,144.27,141.57,142.65,117530183
2023-01-31,GOOGL,136.11,136.24,135.8,135.91,55529631
2023-01-31,MSFT,357.49,358.47,356.08,356.38,36230711
2023-01-31,TSLA,227.72,227.86,226.61,227.31,127248572
2023-02-01,AAPL,154.94,155.73,154.7,155.68,90547488
2023-02-01,AMZN,142.86,143.24,141.82,142.13,38361738
2023-02-01,GOOGL,136.22,136.41,134.98,136.18,65393758
2023-02-01,MSFT,353.14,353.65,350.13,352.17,98077768
2023-02-01,TSLA,229.64,232.39,228.6,228.77,53274960
2023-02-02,AAPL,158.84,159.19,157.62,158.11,49057714
2023-02-02,AMZN,143.23,144.0,142.76,142.99,128568289
2023-02-02,GOOGL,134.04,134.71,132.86,133.06,104435011
2023-02-02,MSFT,349.83,354.18,349.48,352.36,129281392
2023-02-02,TSLA,227.31,228.48,223.6,226.58,40469538
2023-02-03,AAPL,152.8,153.0,151.64,151.76,73582015
2023-02-03,AMZN,143.61,145.14,143.12,144.28,71741896
2023-02-03,GOOGL,132.49,133.49,132.42,132.59,103145997
2023-02-03,MSFT,353.01,353.32,349.94,351.76,53003236
2023-02-03,TSLA,220.72,222.22,219.26,220.17,90573681
2023-02-06,AAPL,147.2,148.01,146.89,147.54,59349673
2023-02-06,AMZN,145.86,146.26,143.85,146.05,122725407
2023-02-06,GOOGL,130.13,130.6,129.9,129.98,121277464
2023-02-06,MSFT,357.46,360.73,354.73,356.65,56482903
2023-02-06,TSLA,216.57,217.89,215.49,217.59,104584465
2023-02-07,AAPL,147.25,147.3,146.99,147.22,123267672
2023-02-07,AMZN,144.76,145.87,144.15,144.74,89485861
2023-02-07,GOOGL,127.14,127.68,127.0,127.57,51816879
2023-02-07,MSFT,358.19,359.65,355.85,357.49,123560540
2023-02-07,TSLA,215.66,217.72,215.42,216.17,107637082
2023-02-08,AAPL,146.98,147.64,145.8,146.36,112833956
2023-02-08,AMZN,143.26,144.58,143.14,144.33,31212918
2023-02-08,GOOGL,127.24,127.34,126.42,126.97,124116558
2023-02-08,MSFT,364.99,370.6,363.8,366.17,22319818
2023-02-08,TSLA,212.11,212.47,211.21,212.41,126909725
2023-02-09,AAPL,146.25,147.38,145.13,146.91,81047495
2023-02-09,AMZN,148.68,148.73,148.0,148.67,59133883
2023-02-09,GOOGL,128.77,129.0,127.92,128.66,79733778
2023-02-09,MSFT,362.41,363.32,361.57,362.1,111148096
2023-02-09,TSLA,207.18,208.85,205.97,207.76,31838173
2023-02-10,AAPL,146.58,148.14,145.89,147.46,41635390
2023-02-10,AMZN,148.02,149.02,147.13,148.33,121519346
2023-02-10,GOOGL,129.63,129.98,129.28,129.94,116282792
2023-02-10,MSFT,364.21,366.12,363.64,364.84,38879240
2023-02-10,TSLA,208.68,209.23,207.09,207.98,54028781
2023-02-13,AAPL,151.62,152.66,151.38,152.22,92229364
2023-02-13,AMZN,148.26,149.24,147.77,148.47,103656468
2023-02-13,GOOGL,128.93,129.55,128.63,128.83,106032495
2023-02-13,MSFT,368.41,371.34,367.6,367.75,61007231
2023-02-13,TSLA,211.0,212.25,210.43,210.88,88529850
2023-02-14,AAPL,149.5,150.34,148.61,149.75,81250688
2023-02-14,AMZN,148.98,150.24,147.57,149.53,31514058
2023-02-14,GOOGL,127.04,127.63,126.62,127.52,85692490
2023-02-14,MSFT,365.21,365.39,363.01,363.17,59716081
2023-02-14,TSLA,210.23,211.72,209.38,210.25,28493039
2023-02-15,AAPL,148.72,150.46,148.24,148.98,41315913
2023-02-15,AMZN,148.46,149.2,147.63,148.31,45378933
2023-02-15,GOOGL,126.23,126.7,125.56,126.0,85171257
2023-02-15,MSFT,357.64,360.17,356.58,356.91,70568723
2023-02-15,TSLA,208.31,209.95,207.58,208.01,121975582
2023-02-16,AAPL,153.9,154.09,152.36,153.62,43362241
2023-02-16,AMZN,147.02,149.17,146.28,147.52,129457146
2023-02-16,GOOGL,126.17,126.37,126.15,126.33,115290766
2023-02-16,MSFT,363.66,365.77,361.42,362.52,122407939
2023-02-16,TSLA,208.72,210.92,208.52,209.31,70794440
2023-02-17,AAPL,155.31,155.67,154.31,155.19,57968800
2023-02-17,AMZN,150.78,151.47,150.68,151.31,56595025
2023-02-17,GOOGL,128.32,128.69,127.68,128.17,97532537
2023-02-17,MSFT,365.21,366.82,363.21,365.51,117218274
2023-02-17,TSLA,211.09,212.14,210.71,211.67,91978374
2023-02-20,AAPL,156.22,157.38,155.68,156.81,88125766
2023-02-20,AMZN,154.34,155.32,154.07,154.32,106734547
2023-02-20,GOOGL,127.93,129.0,127.45,128.27,52786241
2023-02-20,MSFT,363.73,365.37,361.99,364.81,116790617
2023-02-20,TSLA,210.27,212.04,210.06,210.82,79685895
2023-02-21,AAPL,155.94,157.04,155.21,155.68,30367412
2023-02-21,AMZN,152.2,152.82,151.4,151.85,75850943
2023-02-21,GOOGL,129.37,130.42,127.75,129.67,51746823
2023-02-21,MSFT,367.21,367.84,366.62,367.15,58862963
2023-02-21,TSLA,212.97,214.22,211.37,212.65,91352267
2023-02-22,AAPL,152.76,153.8,151.41,151.91,47544867
2023-02-22,AMZN,151.79,152.41,151.65,152.07,27779709
2023-02-22,GOOGL,130.29,131.35,129.94,130.35,26902698
2023-02-22,MSFT,364.78,367.45,363.39,363.61,105370832
2023-02-22,TSLA,216.31,216.55,214.53,216.09,95688287
2023-02-23,AAPL,152.91,153.29,151.12,152.36,119541893
2023-02-23,AMZN,149.02,150.45,148.45,149.21,40921744
2023-02-23,GOOGL,133.69,133.98,132.76,133.35,45497353
2023-02-23,MSFT,366.74,369.02,364.81,365.09,105610294
2023-02-23,TSLA,215.9,216.53,215.42,215.52,123560042
2023-02-24,AAPL,153.14,153.48,152.24,152.69,54692307
2023-02-24,AMZN,146.17,146.22,145.02,145.85,96406352
2023-02-24,GOOGL,129.46,129.87,129.29,129.41,127205098
2023-02-24,MSFT,361.94,362.47,360.55,361.96,58062878
2023-02-24,TSLA,213.69,214.23,211.14,213.0,82789594
2023-02-27,AAPL,149.96,150.2,149.89,149.95,118768600
2023-02-27,AMZN,146.11,147.27,144.92,145.93,37242298
2023-02-27,GOOGL,124.44,126.5,122.83,125.33,117562123
2023-02-27,MSFT,363.49,364.02,361.93,363.17,77557012
2023-02-27,TSLA,213.35,215.75,212.29,214.22,113130799
2023-02-28,AAPL,148.93,150.74,147.46,148.49,77946944
2023-02-28,AMZN,149.36,150.11,148.97,149.34,25257575
2023-02-28,GOOGL,125.28,125.31,124.66,125.02,93528404
2023-02-28,MSFT,368.33,370.05,367.21,368.72,99034657
2023-02-28,TSLA,214.76,215.33,214.04,215.12,53193134
2023-03-01,AAPL,147.98,148.49,147.36,148.41,44560955
2023-03-01,AMZN,149.7,150.17,149.13,149.23,23627739
2023-03-01,GOOGL,126.24,126.8,125.77,126.28,75828531
2023-03-01,MSFT,365.19,367.33,362.3,367.03,116220876
2023-03-01,TSLA,218.87,218.89,217.61,218.77,129341138
2023-03-02,AAPL,146.71,148.84,145.42,146.38,47697456
2023-03-02,AMZN,152.96,153.01,152.24,152.6,84228712
2023-03-02,GOOGL,125.81,126.56,125.37,125.56,116598038
2023-03-02,MSFT,372.03,373.18,370.98,371.89,62386513
2023-03-02,TSLA,213.8,214.76,213.56,214.67,37867456
2023-03-03,AAPL,146.2,146.45,145.6,146.24,73816497
2023-03-03,AMZN,149.77,150.59,149.03,150.26,65164389
2023-03-03,GOOGL,126.87,127.61,125.97,126.43,101697988
2023-03-03,MSFT,366.74,368.92,365.1,366.3,76722795
2023-03-03,TSLA,212.3,212.67,211.82,212.64,101990513
2023-03-06,AAPL,147.02,147.4,146.34,146.52,100259733
2023-03-06,AMZN,150.12,150.77,149.45,150.64,129874540
2023-03-06,GOOGL,124.58,125.17,124.21,124.27,63006392
2023-03-06,MSFT,364.5,367.1,363.46,364.9,74594330
2023-03-06,TSLA,210.72,210.93,209.98,210.08,57400157
2023-03-07,AAPL,146.87,147.31,146.45,146.67,41540883
2023-03-07,AMZN,151.69,151.81,150.61,150.9,20805883
2023-03-07,GOOGL,121.72,122.74,121.33,121.98,25093046
2023-03-07,MSFT,357.48,359.41,356.14,357.62,109071593
2023-03-07,TSLA,205.4,206.0,203.67,204.72,28161132
2023-03-08,AAPL,145.15,146.51,145.09,145.63,44704902
2023-03-08,AMZN,150.79,152.31,150.61,151.17,52158343
2023-03-08,GOOGL,120.6,120.8,120.29,120.73,43828885
2023-03-08,MSFT,355.38,358.59,354.83,357.25,90623153
2023-03-08,TSLA,205.87,206.0,204.43,205.21,71572868
2023-03-09,AAPL,147.06,147.75,146.88,147.0,37539554
2023-03-09,AMZN,152.58,154.12,151.97,153.49,125384060
2023-03-09,GOOGL,122.5,123.28,121.75,122.32,85105024
2023-03-09,MSFT,357.96,360.23,356.24,357.85,59382160
2023-03-09,TSLA,206.96,207.2,206.43,206.94,69720294
2023-03-10,AAPL,149.58,150.24,148.98,149.04,112105535
2023-03-10,AMZN,154.69,155.23,153.73,154.89,103920758
2023-03-10,GOOGL,124.03,124.32,123.51,123.65,98669077
2023-03-10,MSFT,358.5,359.18,356.77,356.97,87061028
2023-03-10,TSLA,204.62,205.45,204.27,204.75,40413894
2023-03-13,AAPL,149.32,150.76,148.56,149.83,61779266
2023-03-13,AMZN,153.71,154.1,152.78,153.69,77586867
2023-03-13,GOOGL,122.11,122.63,121.99,122.39,72613073
2023-03-13,MSFT,355.74,355.8,354.0,355.72,55452883
2023-03-13,TSLA,209.78,210.2,208.6,209.1,109199598
2023-03-14,AAPL,147.82,148.8,147.18,148.06,97088292
2023-03-14,AMZN,151.01,151.47,150.33,150.65,58911463
2023-03-14,GOOGL,122.55,123.22,121.67,122.79,89858145
2023-03-14,MSFT,363.75,363.9,361.18,363.05,72086293
2023-03-14,TSLA,211.55,211.92,211.19,211.79,52855117
2023-03-15,AAPL,149.42,150.41,148.88,149.76,66054864
2023-03-15,AMZN,150.3,150.66,149.36,149.48,31663285
2023-03-15,GOOGL,121.3,122.48,120.75,121.66,26058509
2023-03-15,MSFT,371.53,372.4,370.19,370.98,83259238
2023-03-15,TSLA,214.1,216.37,213.71,213.89,65621519
2023-03-16,AAPL,148.05,148.83,147.09,148.71,34214907
2023-03-16,AMZN,149.45,151.43,148.71,149.51,43161058
2023-03-16,GOOGL,121.9,123.28,121.37,121.75,42203680
2023-03-16,MSFT,363.63,366.22,362.25,364.4,101291605
2023-03-16,TSLA,216.14,216.66,215.14,215.28,117246100
2023-03-17,AAPL,151.18,151.8,149.7,150.75,68024137
2023-03-17,AMZN,147.41,149.5,145.98,148.35,94030339
2023-03-17,GOOGL,119.52,120.59,119.28,119.78,101389212
2023-03-17,MSFT,371.29,371.71,369.8,371.0,129589713
2023-03-17,TSLA,218.23,218.76,216.52,218.48,129875450
2023-03-20,AAPL,148.98,150.56,147.4,148.4,77217075
2023-03-20,AMZN,144.7,145.85,144.44,145.03,90177233
2023-03-20,GOOGL,120.59,120.77,118.75,119.76,69248545
2023-03-20,MSFT,360.76,363.36,359.12,361.6,97994064
2023-03-20,TSLA,213.83,215.21,213.37,214.22,66585670
2023-03-21,AAPL,150.87,151.29,149.54,150.51,94725164
2023-03-21,AMZN,141.48,141.81,140.67,141.26,115372635
2023-03-21,GOOGL,118.79,118.91,118.36,118.49,33832845
2023-03-21,MSFT,360.97,361.44,355.8,357.8,35930866
2023-03-21,TSLA,216.29,216.47,215.87,216.3,52793933
2023-03-22,AAPL,150.65,151.32,149.56,150.54,27281968
2023-03-22,AMZN,143.65,144.42,142.64,143.05,105152397
2023-03-22,GOOGL,118.9,119.14,117.66,118.47,66707124
2023-03-22,MSFT,357.32,359.18,355.09,357.05,115432010
2023-03-22,TSLA,218.76,218.86,217.93,218.36,33783547
2023-03-23,AAPL,147.77,147.94,147.38,147.79,37570509
2023-03-23,AMZN,143.54,144.97,143.32,143.67,111548814
2023-03-23,GOOGL,117.59,118.18,117.25,117.37,123817066
2023-03-23,MSFT,356.7,360.56,356.12,357.82,80322659
2023-03-23,TSLA,212.99,213.22,212.4,212.68,67851655
2023-03-24,AAPL,147.28,147.65,146.41,147.17,38936991
2023-03-24,AMZN,142.08,143.08,141.66,142.48,30099366
2023-03-24,GOOGL,115.78,116.68,114.96,115.99,72010298
2023-03-24,MSFT,350.81,354.17,350.31,352.38,31245821
2023-03-24,TSLA,214.0,214.01,212.62,213.9,93209571
2023-03-27,AAPL,147.04,148.47,145.96,147.37,91457585
2023-03-27,AMZN,143.28,143.53,142.94,143.5,44340103
2023-03-27,GOOGL,115.35,117.02,114.78,116.24,85293678
2023-03-27,MSFT,350.34,350.38,346.17,348.73,69139528
2023-03-27,TSLA,213.55,214.03,212.49,213.2,81860158
2023-03-28,AAPL,148.44,149.14,147.64,148.04,54418137
2023-03-28,AMZN,143.98,145.15,143.81,144.63,27977130
2023-03-28,GOOGL,116.22,116.32,115.7,115.71,101025103
2023-03-28,MSFT,350.0,350.21,348.69,349.31,123618514
2023-03-28,TSLA,214.77,217.74,214.52,215.8,59044761
2023-03-29,AAPL,146.39,147.54,144.93,145.94,80594252
2023-03-29,AMZN,143.73,144.88,142.47,144.24,45971608
2023-03-29,GOOGL,115.92,117.12,115.44,115.81,89983792
2023-03-29,MSFT,346.31,346.48,345.06,345.85,41487148
2023-03-29,TSLA,213.94,216.47,213.92,214.49,62908445
2023-03-30,AAPL,143.99,144.12,143.33,143.58,97863769
2023-03-30,AMZN,144.36,144.76,142.48,143.39,115985130
2023-03-30,GOOGL,114.48,115.29,113.94,115.14,41428278
2023-03-30,MSFT,341.35,343.62,339.51,342.7,108573311
2023-03-30,TSLA,214.65,216.34,214.53,214.54,76662377
2023-03-31,AAPL,143.86,145.07,141.85,144.09,99853558
2023-03-31,AMZN,146.64,146.96,145.67,145.93,107700641
2023-03-31,GOOGL,117.25,117.64,115.87,116.25,45488817
2023-03-31,MSFT,345.76,349.57,342.92,346.29,39449579
2023-03-31,TSLA,215.15,216.12,215.14,215.75,49044859
2023-04-03,AAPL,143.18,144.53,142.98,143.15,88010902
2023-04-03,AMZN,147.58,148.51,147.01,147.87,48096354
2023-04-03,GOOGL,115.15,115.35,114.81,114.89,94650192
2023-04-03,MSFT,350.08,353.24,349.54,351.31,87081790
2023-04-03,TSLA,212.17,213.72,211.18,213.02,63199592
2023-04-04,AAPL,143.66,144.09,142.78,143.73,59198063
2023-04-04,AMZN,150.54,152.13,150.45,151.13,32028844
2023-04-04,GOOGL,116.83,117.84,115.75,116.27,96670462
2023-04-04,MSFT,352.37,353.12,350.68,351.17,98728176
2023-04-04,TSLA,214.26,215.45,213.99,215.04,117383612
2023-04-05,AAPL,146.22,146.86,145.25,145.44,78523554
2023-04-05,AMZN,153.86,154.94,152.41,153.5,84676250
2023-04-05,GOOGL,118.57,119.32,117.24,118.65,47628087
2023-04-05,MSFT,350.93,351.92,350.0,351.44,86810583
2023-04-05,TSLA,214.22,215.42,212.25,214.81,32623561
2023-04-06,AAPL,141.99,142.42,141.21,141.91,45345812
2023-04-06,AMZN,154.47,154.48,154.14,154.17,66669908
2023-04-06,GOOGL,117.6,118.53,117.12,118.23,33890037
2023-04-06,MSFT,353.59,355.64,351.09,351.51,65234001
2023-04-06,TSLA,216.39,217.34,216.32,216.51,70431121
2023-04-07,AAPL,141.72,142.87,141.44,142.52,40060001
2023-04-07,AMZN,153.42,154.89,153.17,153.21,106899057
2023-04-07,GOOGL,121.1,121.83,120.56,121.39,91531616
2023-04-07,MSFT,349.88,350.73,347.38,349.29,110012410
2023-04-07,TSLA,214.26,216.28,212.61,214.92,101076967
2023-04-10,AAPL,145.39,146.24,145.14,145.21,122936504
2023-04-10,AMZN,151.59,153.07,151.05,152.5,125788287
2023-04-10,GOOGL,125.45,125.65,124.58,125.14,121069241
2023-04-10,MSFT,346.5,347.14,344.68,346.78,111796201
2023-04-10,TSLA,218.68,219.01,218.1,218.53,30133072
2023-04-11,AAPL,145.45,145.46,142.79,144.64,52721273
2023-04-11,AMZN,151.15,151.49,150.52,151.21,118816203
2023-04-11,GOOGL,125.24,126.33,124.42,126.04,91239717
2023-04-11,MSFT,342.98,343.04,338.7,341.56,54851421
2023-04-11,TSLA,221.74,224.97,219.88,220.62,82569181
2023-04-12,AAPL,143.25,143.34,142.69,142.95,23751026
2023-04-12,AMZN,151.03,151.46,150.08,151.44,111386969
2023-04-12,GOOGL,123.34,123.88,122.13,123.53,78081850
2023-04-12,MSFT,342.93,346.45,342.92,345.05,32272687
2023-04-12,TSLA,220.04,221.26,219.71,220.14,30904093
2023-04-13,AAPL,145.02,146.04,143.61,144.64,95521663
2023-04-13,AMZN,152.47,153.09,150.18,151.99,31179148
2023-04-13,GOOGL,121.02,121.38,120.05,120.6,129485616
2023-04-13,MSFT,343.98,346.09,342.69,344.79,97019617
2023-04-13,TSLA,223.19,223.44,221.76,222.34,128787691
2023-04-14,AAPL,145.27,145.38,145.11,145.26,121497934
2023-04-14,AMZN,153.47,154.92,153.45,154.72,93878928
2023-04-14,GOOGL,120.74,121.1,119.91,120.34,36384499
2023-04-14,MSFT,343.88,344.66,342.81,344.25,76949459
2023-04-14,TSLA,226.85,227.26,226.12,226.65,63883464
2023-04-17,AAPL,146.41,147.76,146.13,147.28,73964461
2023-04-17,AMZN,158.29,158.77,157.81,157.93,25261470
2023-04-17,GOOGL,123.64,125.23,123.42,123.61,60065590
2023-04-17,MSFT,346.61,347.7,344.88,345.46,127852478
2023-04-17,TSLA,232.07,233.49,231.7,232.85,20520769
2023-04-18,AAPL,145.8,147.18,145.0,146.59,87456078
2023-04-18,AMZN,157.64,159.11,157.0,157.96,117421972
2023-04-18,GOOGL,123.78,125.18,122.83,124.74,76071416
2023-04-18,MSFT,349.55,352.27,345.94,348.38,97219688
2023-04-18,TSLA,227.3,227.8,226.78,227.47,72979664
2023-04-19,AAPL,142.87,143.77,141.97,143.41,55490424
2023-04-19,AMZN,159.39,160.34,157.67,158.97,110039131
2023-04-19,GOOGL,126.12,127.23,125.15,126.22,66637802
2023-04-19,MSFT,356.41,358.61,355.62,355.98,80079450
2023-04-19,TSLA,229.92,232.28,229.41,230.6,83502184
2023-04-20,AAPL,143.19,144.38,142.3,143.24,51941785
2023-04-20,AMZN,155.98,157.47,155.86,156.24,85576155
2023-04-20,GOOGL,126.3,126.57,125.38,125.81,116496698
2023-04-20,MSFT,352.86,356.42,349.78,354.7,80014202
2023-04-20,TSLA,232.86,233.69,230.63,232.33,78128980
2023-04-21,AAPL,142.49,142.62,141.37,142.36,27590909
2023-04-21,AMZN,155.27,155.99,154.48,154.73,46290874
2023-04-21,GOOGL,124.8,125.44,124.29,124.47,85728461
2023-04-21,MSFT,352.23,353.57,351.42,352.74,83555464
2023-04-21,TSLA,231.31,232.94,230.6,232.11,66832295
2023-04-24,AAPL,144.38,144.59,143.97,144.08,31808480
2023-04-24,AMZN,152.13,153.01,151.86,152.29,111242916
2023-04-24,GOOGL,125.08,125.32,124.06,125.22,69104205
2023-04-24,MSFT,352.86,355.48,352.07,353.98,126900734
2023-04-24,TSLA,229.63,230.47,228.24,228.73,59589026
2023-04-25,AAPL,144.43,145.4,144.14,144.57,25064217
2023-04-25,AMZN,152.34,153.26,152.3,152.65,123499446
2023-04-25,GOOGL,123.35,124.66,122.84,123.2,112340455
2023-04-25,MSFT,351.02,351.11,346.72,349.67,25894167
2023-04-25,TSLA,233.56,234.19,231.7,233.15,67825289
2023-04-26,AAPL,141.52,141.95,141.05,141.11,42161695
2023-04-26,AMZN,151.24,151.86,150.16,151.5,49866910
2023-04-26,GOOGL,123.12,123.88,122.66,122.9,95659006
2023-04-26,MSFT,356.09,357.23,355.67,356.52,72502240
2023-04-26,TSLA,227.47,231.1,226.83,228.86,112247677
2023-04-27,AAPL,138.53,138.82,138.15,138.65,121683432
2023-04-27,AMZN,150.44,150.83,149.42,149.81,27414650
2023-04-27,GOOGL,123.76,123.99,123.18,123.9,75946437
2023-04-27,MSFT,362.33,364.4,360.12,361.65,41460363
2023-04-27,TSLA,231.46,232.65,229.36,230.92,99482029
2023-04-28,AAPL,140.26,141.52,139.68,140.56,126901636
2023-04-28,AMZN,149.44,150.01,149.38,149.82,57562839
2023-04-28,GOOGL,123.76,124.28,123.5,124.03,94075173
2023-04-28,MSFT,367.67,369.13,364.78,365.59,108129233
2023-04-28,TSLA,236.64,236.91,235.04,235.54,51664516
2023-05-01,AAPL,142.42,142.86,141.71,142.06,65764224
2023-05-01,AMZN,145.81,146.34,144.93,145.69,115924699
2023-05-01,GOOGL,124.81,125.15,124.04,125.07,82681232
2023-05-01,MSFT,365.09,366.49,363.31,365.12,50353631
2023-05-01,TSLA,229.46,230.39,228.12,230.01,46664980
2023-05-02,AAPL,140.38,142.03,139.81,140.77,75084025
2023-05-02,AMZN,145.91,147.05,145.36,145.54,101440640
2023-05-02,GOOGL,123.98,124.92,123.02,124.3,32669022
